id,budget,runtime,revenue,release_month,release_day,release_year,release_dayofweek,release_quarter,high_budget_adjacency,is_collection,has_homepage,original_title_letter_count,original_title_word_count,overview_word_count,num_genres,genres_popularity,num_keywords,keywords_popularity,num_prod_companies,prod_companies_popularity,num_producers,producers_popularity,num_crew,num_director,director_popularity,num_prod_countries,prod_countries_popularity,language,num_spoken_lang,num_cast,num_females,is_lead_female,cast_popularity,top5_popularity,inflation_budget,scaled_budget,budget_num_cast_ratio,budget_runtime_ratio
170,2000000,95,24600832,12,24,1981,3,4,0,0,1,9,3,57,4,467.75,28,13.96428571,1,0,1,0.538461538,13,1,0.461538462,1,48,0,1,18,2,0,2.277777778,5.2,3368000,14.50865824,111111.1111,21052.63158
173,3500000,121,12000000,2,23,1966,1,1,0,0,1,6,1,40,5,578.4,2,0,1,171,2,0.357142857,14,1,0.142857143,1,1790,0,1,15,6,0,2.666666667,3,6839000,15.06827381,233333.3333,28925.61983
174,11000000,98,2807854,8,2,1991,4,3,0,0,1,25,5,39,1,376,6,9.833333333,2,25,3,0.357142857,14,1,0.285714286,1,1790,0,1,15,3,1,2,3.6,16544000,16.21340592,733333.3333,112244.898
175,12468389,97,29007412,10,14,2011,4,4,1,0,1,14,4,19,1,731,4,17.75,9,0,0,0,3,1,0.333333333,2,156,0,1,15,3,1,2.266666667,3.8,14263837.02,16.3387072,831225.9333,128540.0928
176,38000000,106,207283925,6,22,2001,4,2,0,0,1,24,5,40,3,540.3333333,9,31.44444444,4,44.5,3,0.276595745,141,1,0.056737589,2,960,0,1,30,3,0,3.366666667,7.4,50312000,17.45309674,1266666.667,358490.566
177,90000000,91,14828081,1,14,2000,4,1,0,1,1,9,1,50,3,375.3333333,6,6.833333333,4,25.25,3,0.338983051,59,2,0.13559322,2,897.5,0,1,12,3,0,3.583333333,6.6,120780000,18.31532024,7500000,989010.989
179,15000000,93,125212904,10,22,1982,4,4,0,0,1,11,2,51,4,426,25,9.56,1,17,3,0.474576271,59,1,0.084745763,1,1790,0,1,23,0,0,3.826086957,8.2,24990000,16.52356083,652173.913,161290.3226
180,32000000,133,156167015,7,7,1989,4,3,0,0,0,15,3,32,3,540.6666667,12,7.25,1,14,3,2.210526316,19,1,0.263157895,2,1027,0,2,24,4,0,3.708333333,4.4,49280000,17.28124649,1333333.333,240601.5038
181,30000000,130,31148328,9,9,2008,1,3,1,1,0,15,3,58,3,699.3333333,3,16.33333333,5,13.8,6,1.947368421,19,1,0.473684211,2,960,0,1,18,3,0,6,10.2,35940000,17.21670797,1666666.667,230769.2308
184,6000000,141,17555141,9,9,2010,3,3,2,1,0,6,1,44,3,692.3333333,13,6.076923077,2,0,2,0.222222222,9,1,0.222222222,2,148.5,12,1,26,1,0,1.346153846,1.8,6972000,15.60727019,230769.2308,42553.19149
185,82500000,107,237681299,6,22,2006,3,2,2,1,1,5,1,30,4,603,16,8.875,4,23.25,7,4.333333333,15,1,0.266666667,1,1790,0,3,24,7,0,5.125,7.6,101805000,18.22830886,3437500,771028.0374
186,14000000,93,161001698,2,20,1997,3,1,2,1,1,46,7,58,2,732,3,42,1,0,0,0,3,1,0.333333333,1,1790,0,1,15,5,1,2.533333333,2.8,19544000,16.45456796,933333.3333,150537.6344
187,5000000,95,3833507,10,6,2006,4,4,1,0,1,28,5,67,1,731,6,6.5,1,0,1,0.428571429,7,1,0.428571429,1,94,0,1,12,1,0,1.083333333,1,6170000,15.42494867,416666.6667,52631.57895
188,259000,65,921000,11,24,1928,4,4,0,1,1,16,3,23,2,635.5,2,17,1,63,2,0.625,8,1,0.5,1,1790,0,1,11,2,0,1.545454545,2,683242,12.4645872,23545.45455,3984.615385
189,180000000,98,521311860,6,22,2008,6,2,3,1,0,6,1,71,2,156,1,18,3,18.33333333,4,0.307692308,52,1,0.307692308,1,1790,0,1,32,7,0,3.09375,2.8,215640000,19.00846741,5625000,1836734.694
191,4000000,86,16675000,3,8,1996,4,1,0,0,1,21,2,30,3,375.3333333,8,3.625,3,18,4,0.272727273,22,2,0.090909091,1,1790,0,1,18,4,0,2.055555556,2.8,5656000,15.20180517,222222.2222,46511.62791
192,40000000,110,79700000,5,17,2012,3,2,1,1,0,36,6,70,3,741,10,10.2,4,9,3,1.105263158,19,1,0.105263158,1,1790,0,1,30,14,1,4.333333333,9.2,45040000,17.50439004,1333333.333,363636.3636
195,4500000,97,744816,10,10,2009,5,4,1,1,0,19,3,26,2,910,2,57,1,0,0,0,5,1,0.8,1,1790,0,1,12,4,1,5.416666667,7.6,5310000,15.31958818,375000,46391.75258
197,7000000,87,136203,12,2,1988,4,4,0,1,1,16,2,33,1,243,5,2.6,1,0,0,0,3,1,0.333333333,2,1027,0,2,8,2,0,1.625,2,10906000,15.76142085,875000,80459.77011
198,60000000,108,77920346,4,19,2006,2,2,0,1,1,12,2,35,3,540.3333333,2,10.5,8,27,4,1.4,25,1,0.08,1,1790,0,1,15,4,0,4.266666667,7.4,74040000,17.90985514,4000000,555555.5556
199,24000000,107,12372410,4,7,2000,4,2,0,1,0,15,3,17,3,810.6666667,2,34.5,2,85.5,8,2.6,10,1,0.4,1,1790,0,1,47,4,0,2.255319149,5,32208000,16.99356443,510638.2979,224299.0654
200,12600000,106,19054534,9,12,2014,4,3,0,1,1,8,2,41,2,732,16,7.1875,2,11.5,4,0.306122449,49,1,0.020408163,1,1790,0,1,22,4,0,3.090909091,7,13734000,16.34920745,572727.2727,118867.9245
201,85000000,97,144000000,12,15,2006,4,4,3,1,1,15,2,46,3,374.6666667,17,10.88235294,2,67,6,0.5,26,1,0.076923077,2,960,0,1,45,10,1,3.688888889,10.4,104890000,18.25816183,1888888.889,876288.6598
202,10000000,100,3916303,9,8,1988,3,3,0,1,1,20,4,65,5,508.4,18,14.66666667,3,0,1,0.307692308,13,1,0.076923077,2,1027,0,1,21,8,1,3.238095238,4.8,15580000,16.11809575,476190.4762,100000
203,55000000,91,110000000,10,30,2013,2,4,0,1,1,10,2,57,3,347.6666667,5,33.4,2,23.5,0,0.153846154,13,1,0.307692308,1,1790,0,1,17,3,0,5.470588235,9.6,60940000,17.82284376,3235294.118,604395.6044
204,75000000,87,527068851,7,25,2007,2,3,0,1,0,18,3,24,3,347.6666667,20,11.35,2,61.5,12,0.378787879,66,1,0.045454545,1,1790,0,1,21,7,0,3.523809524,3.6,91200000,18.13299868,3571428.571,862068.9655
205,3200000,94,10000000,11,15,1985,4,4,0,1,1,11,2,49,3,459,0,0,1,0,0,0,1,1,1,1,1790,0,1,6,2,0,4.166666667,4.6,5158400,14.97866168,533333.3333,34042.55319
206,2000000,97,2801508,9,17,2015,3,3,4,1,1,7,1,76,3,699.3333333,10,30.4,5,0,11,0.375,48,1,0.020833333,1,1790,0,1,23,6,1,2.565217391,5.4,2144000,14.50865824,86956.52174,20618.5567
208,15000000,92,66000000,6,30,1995,4,2,3,0,0,39,6,43,5,326,8,1.875,3,41,3,0.666666667,15,1,0.066666667,2,911.5,0,1,12,3,1,1.416666667,1.6,21480000,16.52356083,1250000,163043.4783
210,100000000,136,108103450,3,5,2004,4,1,1,1,1,7,1,41,2,203.5,3,2.666666667,3,17,2,0.032520325,123,1,0.024390244,2,895,0,1,16,2,0,3.9375,3,127000000,18.42068075,6250000,735294.1176
211,22000000,105,26570463,12,25,1997,3,4,1,1,1,29,5,19,2,487,4,6.5,2,9.5,0,0.083333333,12,1,0.416666667,5,443.8,0,2,21,3,0,1.714285714,3.4,30712000,16.90655306,1047619.048,209523.8095
212,7000000,124,470654000,6,18,1975,2,2,0,0,0,4,1,27,3,417.6666667,11,3.909090909,2,78.5,2,1.285714286,28,1,0.5,1,1790,0,1,29,5,0,2.310344828,3.8,12544000,15.76142085,241379.3103,56451.6129
214,6700000,143,31000000,6,1,2012,4,2,1,1,1,11,2,27,1,612,8,18.125,1,0,3,0.681818182,22,1,0.136363636,1,68,1,1,20,4,0,1.7,2.6,7544200,15.71761823,335000,46853.14685
215,20000000,105,1969193,9,1,2012,5,3,0,1,1,10,2,13,3,699.3333333,17,4.529411765,2,8,2,0.444444444,9,1,0.333333333,1,1790,0,1,40,9,0,3.325,10.4,22520000,16.81124288,500000,190476.1905
216,35000000,111,173965010,2,7,2013,3,1,0,1,0,14,2,35,2,553,0,0,3,0,5,0.432432432,37,1,0.081081081,1,1790,0,1,38,6,0,3.368421053,9.6,38780000,17.37085865,921052.6316,315315.3153
217,35000000,90,83061158,8,8,2014,4,3,3,0,0,17,4,146,3,167,1,0,1,0,0,0,5,2,0.6,1,33,12,2,24,3,1,1.375,1.2,38150000,17.37085865,1458333.333,388888.8889
218,10000000,106,85300000,6,25,1981,3,2,0,1,1,7,1,23,2,671.5,4,1.25,1,0,2,4,11,1,1.545454545,1,1790,0,3,16,2,0,4,6.4,16840000,16.11809575,625000,94339.62264
220,2600000,105,3166000,7,9,2004,4,3,0,1,0,13,2,24,1,20,11,4.545454545,0,0,3,0.625,8,1,0.375,2,969,0,1,14,0,0,1.214285714,1,3302000,14.77102239,185714.2857,24761.90476
221,12000000,132,10652498,4,22,2009,2,2,3,1,0,6,1,61,3,425.3333333,8,16.25,5,0,5,0.583333333,12,1,0.166666667,2,28,9,4,5,1,0,1,1,14160000,16.30041729,2400000,90909.09091
223,5000000,98,31649,6,4,2010,4,2,3,1,0,18,3,79,3,741,3,35,0,0,2,0.3125,16,1,0.125,1,1790,0,1,5,2,1,7,7,5810000,15.42494867,1000000,51020.40816
224,49000000,127,352927224,3,20,1992,4,1,0,0,0,14,2,23,2,408,33,9.878787879,3,24.66666667,4,1.3,20,1,0.25,2,969,0,1,35,11,0,3.114285714,4.8,72814000,17.70733088,1400000,385826.7717
227,50000000,105,28931401,2,24,2011,3,1,0,1,0,11,2,75,4,452.5,10,0,5,7.8,9,0.728571429,70,1,0.085714286,1,1790,0,1,51,5,0,3.039215686,10.2,57200000,17.72753358,980392.1569,476190.4762
228,7500000,100,26096852,10,29,2009,3,4,1,1,0,12,2,26,2,746,12,15.83333333,1,18,0,0.142857143,7,1,0.428571429,2,1027,0,1,29,9,1,2.620689655,6,8850000,15.83041371,258620.6897,75000
229,6244087,145,638641,6,17,1969,1,2,0,1,1,14,3,71,2,203.5,12,13.16666667,1,0,2,0.088235294,34,1,0.176470588,1,1790,0,3,44,4,0,1.863636364,3.2,11863765.3,15.64714565,141911.0682,43062.66897
230,14000000,139,2474000,3,31,1995,4,1,0,1,1,18,3,65,2,746,5,16,2,25.5,2,0.75,4,1,0.25,1,1790,0,1,14,5,0,5.071428571,6.4,20048000,16.45456796,1000000,100719.4245
231,110000000,120,72178895,6,16,2004,2,2,2,1,1,27,6,26,3,573,8,13.375,7,1.714285714,8,0.118518519,135,1,0.02962963,4,549.5,0,6,26,4,0,5.576923077,6.8,139700000,18.51599093,4230769.231,916666.6667
232,800000,114,1001437,10,8,1993,4,4,1,1,1,16,3,71,2,746,1,99,2,0,1,0.076923077,13,1,0.230769231,1,1790,0,1,9,1,1,2.333333333,3.4,1174400,13.59236826,88888.88889,7017.54386
235,30000000,140,8574339,10,15,2016,5,4,2,1,0,18,5,68,4,545.5,13,14.69230769,6,0,6,0.463414634,82,1,0.073170732,2,1027,0,4,34,2,0,1.823529412,4.2,31620000,17.21670797,882352.9412,214285.7143
237,15000000,87,5600000,8,16,1996,4,3,3,0,1,17,3,37,2,487,6,11.33333333,3,52.33333333,1,1,30,1,0.266666667,1,1790,0,2,13,4,0,3.461538462,4.2,21210000,16.52356083,1153846.154,172413.7931
239,22000000,127,505000000,7,12,1990,3,3,0,1,1,5,1,75,5,499.4,7,6,1,134,2,0.049180328,61,1,0.032786885,1,1790,0,1,14,7,0,3.928571429,6.6,33484000,16.90655306,1571428.571,173228.3465
240,20000000,118,57588485,12,13,2002,4,4,2,1,1,8,1,44,4,573.25,6,0,1,23,5,1.333333333,9,1,0.222222222,1,1790,0,1,15,2,0,2.466666667,4.6,26120000,16.81124288,1333333.333,169491.5254
242,70000000,88,18662027,6,13,2013,3,2,4,1,0,31,5,68,3,127.3333333,0,0,2,0,3,0.103448276,29,1,0.068965517,2,929,0,1,12,3,1,6.583333333,7.2,77560000,18.06400581,5833333.333,795454.5455
246,19000000,109,18755936,10,16,2008,3,4,0,1,0,9,2,19,3,503.3333333,17,16.05882353,3,7.666666667,4,0.212121212,33,1,0.060606061,1,1790,0,1,11,4,0,3.909090909,6.6,22762000,16.75994959,1727272.727,174311.9266
247,23000000,101,351583407,7,29,1994,4,3,0,0,1,8,2,72,4,424.5,7,2.285714286,2,34.5,1,0.642857143,14,1,0.357142857,1,1790,0,2,16,4,0,3.875,6.4,33350000,16.95100482,1437500,227722.7723
248,18339750,156,92180910,9,8,2004,2,3,0,1,0,13,2,98,3,425.3333333,21,3.666666667,7,0,2,0.237288136,59,1,0.050847458,3,59.33333333,13,3,62,8,0,1.451612903,2,23291482.5,16.72458145,295802.4194,117562.5
249,102000000,99,147080413,6,7,2001,3,2,1,1,1,9,1,52,3,540.3333333,9,22.22222222,5,46.4,5,5.5,10,1,0.1,2,919,0,2,53,6,0,2.603773585,10.2,135048000,18.44048338,1924528.302,1030303.03
250,7920000,140,14560084,10,6,1978,4,4,0,1,1,17,4,32,1,182,4,2.25,2,0,2,0.142857143,14,1,0.142857143,1,264,0,4,18,7,0,2.888888889,2.8,13764960,15.88490189,440000,56571.42857
251,12560000,105,42700000,2,7,2001,2,1,1,0,1,24,7,128,1,731,0,0,5,2,3,1,6,1,0.333333333,1,148,3,1,53,3,0,1.41509434,2.4,16629440,16.3460278,236981.1321,119619.0476
252,98000000,119,10017322,12,22,1995,4,4,1,1,1,16,2,68,2,494,6,6.5,4,15.75,5,1.9375,16,1,0.75,4,527.5,0,2,31,2,1,3.225806452,7.4,140336000,18.40047805,3161290.323,823529.4118
253,8500000,104,5001655,2,27,2004,4,1,3,1,1,10,2,39,2,487,5,9.6,3,7.666666667,3,0.106382979,94,1,0.085106383,1,1790,0,1,10,3,0,3.5,3,10795000,15.95557684,850000,81730.76923
255,11178,104,34659,9,5,2012,2,3,1,1,1,6,1,143,2,910,2,4.5,3,0,0,0,6,1,0.333333333,1,0,0,1,9,1,0,1.333333333,1.6,12586.428,9.321792297,1242,107.4807692
256,9500000,88,7800000,9,6,2013,4,3,0,1,1,9,2,68,1,731,6,4.666666667,2,0,0,0.5,2,1,0.5,1,1790,0,1,11,5,0,8.272727273,11,10526000,16.06680246,863636.3636,107954.5455
257,55000000,121,203427584,9,10,2015,3,3,1,1,0,7,1,70,2,732.5,11,9.181818182,6,30,13,0.716814159,113,1,0.017699115,3,684.6666667,0,1,36,8,0,3.333333333,9.4,58960000,17.82284376,1527777.778,454545.4545
258,1000000,89,9000000,11,15,1956,2,4,0,1,1,14,3,9,5,441,1,0,1,123,1,0.058823529,17,1,0.058823529,1,1790,0,1,14,2,0,1.571428571,1.4,2134000,13.81551156,71428.57143,11235.95506
260,24554,95,140021,9,12,1998,5,3,0,1,1,29,3,21,1,1089,0,0,0,0,0,0,1,1,1,0,0,0,1,4,0,0,1.5,1.2,33835.412,10.10867078,6138.5,258.4631579
262,50000000,99,87528173,4,28,2006,4,2,1,1,1,2,1,49,1,731,10,6.9,6,21.66666667,2,1.857142857,7,1,0.142857143,3,728,0,1,23,6,0,3.565217391,7.4,61700000,17.72753358,2173913.043,505050.5051
264,10000000,99,14000,11,12,1987,3,4,0,1,0,11,2,66,1,249,6,21.33333333,2,8.5,3,1,15,1,0.133333333,1,1790,0,1,17,4,1,4.117647059,5.6,15760000,16.11809575,588235.2941,101010.101
266,15000000,135,13060843,12,16,2002,0,4,2,1,1,9,2,60,2,732,11,20,2,25.5,4,0.703703704,27,1,0.37037037,1,1790,0,1,18,4,0,5.277777778,11,19590000,16.52356083,833333.3333,111111.1111
267,15000000,148,56255142,9,11,2007,1,3,0,1,0,13,3,38,2,732.5,11,12.90909091,4,0,6,0.32,50,1,0.12,1,1790,0,2,25,8,0,4.6,7,18240000,16.52356083,600000,101351.3514
268,27000,92,3151130,9,13,1994,1,3,0,0,0,6,1,40,1,731,3,24,2,17.5,2,1.428571429,7,1,1.714285714,1,1790,0,1,15,0,0,2.2,3.4,39150,10.20362918,1800,293.4782609
269,40000000,93,23937870,7,21,2006,4,3,1,1,1,12,1,83,3,397.3333333,6,7.666666667,3,0,8,0.80952381,21,1,0.285714286,3,728,0,1,20,3,0,4.45,6.4,49360000,17.50439004,2000000,430107.5269
271,21000000,99,72417394,3,25,2011,4,1,0,0,0,35,7,25,2,467.5,2,47.5,2,11.5,0,0,4,1,0.75,1,1790,0,1,19,5,0,3.263157895,6.4,24024000,16.86003304,1105263.158,212121.2121
272,72500000,116,162966177,8,4,2006,4,3,1,1,0,43,7,61,1,731,15,15.66666667,2,41.5,8,3.928571429,14,1,0.714285714,1,1790,0,1,24,4,0,5.625,8.6,89465000,18.09909713,3020833.333,625000
273,12000000,94,46044400,10,5,1990,4,4,0,1,1,16,3,50,2,623,4,36.5,3,41,3,1,9,1,0.222222222,1,1790,0,1,23,7,0,4.304347826,6.4,18264000,16.30041729,521739.1304,127659.5745
274,50000000,87,83761844,6,4,2010,4,2,2,1,0,9,1,30,2,467.5,0,0,1,123,5,2.105263158,19,1,0.052631579,1,1790,0,1,18,4,0,6,8.8,58100000,17.72753358,2777777.778,574712.6437
275,65000000,119,250821495,12,17,1998,3,4,1,1,0,15,3,32,2,567,3,41,1,171,5,0.90625,32,1,0.28125,1,1790,0,1,16,9,0,5.1875,8.6,89570000,17.98989784,4062500,546218.4874
277,2915739,132,14000000,1,16,2009,4,1,1,1,1,9,1,61,3,355.3333333,1,49,0,0,2,0.25,8,1,0.125,1,68,14,1,6,2,0,1.666666667,1.8,3440572.02,14.8856342,485956.5,22088.93182
278,70000000,98,164000000,6,12,1998,4,2,1,1,1,21,4,63,4,530.5,2,0,4,12.75,2,1.545454545,33,1,0.363636364,1,1790,0,3,62,8,0,2.225806452,6.6,96460000,18.06400581,1129032.258,714285.7143
280,65000000,120,217764291,8,4,2004,2,3,2,1,1,10,1,30,3,699.3333333,13,17.69230769,4,40.25,6,0.183098592,142,1,0.126760563,1,1790,0,2,20,4,0,6.5,9.2,82550000,17.98989784,3250000,541666.6667
282,30000000,95,66486080,4,12,2012,3,2,0,1,0,22,5,33,2,438.5,8,1.125,2,13,2,0.075949367,79,1,0.075949367,1,1790,0,2,48,10,1,2.729166667,2.8,33780000,17.21670797,625000,315789.4737
283,12000000,100,12902790,10,30,1998,4,4,2,1,1,15,3,118,3,741,4,11.75,2,34.5,3,2.545454545,11,1,0.272727273,1,1790,0,1,8,4,1,7.375,7.8,16536000,16.30041729,1500000,120000
284,19000000,130,23550000,1,19,2008,5,1,2,1,1,5,1,75,1,1089,12,7.666666667,7,6.571428571,1,0.375,8,1,0.75,1,148,3,1,22,11,1,1.909090909,3.4,22762000,16.75994959,863636.3636,146153.8462
285,7000000,109,48126384,9,20,2012,3,3,1,1,1,12,3,28,3,699.3333333,7,6.857142857,7,0,11,0.676923077,65,1,0.153846154,1,1790,0,2,28,7,0,2.857142857,6.8,7882000,15.76142085,250000,64220.18349
286,25000000,95,1614266,3,1,1996,4,1,0,1,1,14,2,41,4,497.5,4,3,5,0,7,0.703703704,27,1,0.222222222,3,689.3333333,0,1,10,2,0,4.8,6.8,35350000,17.03438642,2500000,263157.8947
287,9000000,117,276921998,11,15,2016,1,4,0,1,0,5,1,68,2,438.5,12,15,3,58,7,0.536585366,82,1,0.182926829,1,1790,0,1,46,9,0,1.934782609,2.6,9486000,16.01273525,195652.1739,76923.07692
289,24000000,110,23510601,1,31,2003,4,1,0,1,1,10,2,54,2,850.5,6,14.16666667,1,0,4,0.625,24,1,0.083333333,1,1790,0,1,8,3,0,5.5,7.4,30912000,16.99356443,3000000,218181.8182
290,28000000,87,11373501,3,30,1994,2,1,0,1,1,10,1,16,4,397.5,1,5,2,85.5,0,0.714285714,14,2,1.071428571,2,902,0,1,16,5,1,1.75,1.2,40600000,17.1477151,1750000,321839.0805
291,6000000,117,254700832,3,9,1994,2,1,0,1,0,27,5,36,3,741,17,8.647058824,3,11.33333333,3,3.153846154,13,1,0.230769231,1,264,0,1,29,9,0,2.586206897,5.4,8700000,15.60727019,206896.5517,51282.05128
292,16000000,99,5367030,3,9,2007,4,1,2,1,0,11,2,47,3,699.3333333,7,15.71428571,2,25.5,8,5.066666667,15,1,0.2,1,1790,0,1,36,9,0,3.277777778,9.2,19456000,16.58809934,444444.4444,161616.1616
293,65000000,137,163442937,12,25,2014,3,4,1,1,0,8,1,22,2,585.5,8,34.75,3,6.333333333,4,0.369565217,92,1,0.065217391,1,1790,0,3,79,0,0,1.455696203,3.8,70850000,17.98989784,822784.8101,474452.5547
295,160000000,137,653428261,11,18,2015,2,4,2,0,0,37,7,89,3,412.3333333,6,21.83333333,3,12.66666667,7,0.25,116,1,0.025862069,2,960,0,1,51,21,1,4.176470588,8,171520000,18.89068438,3137254.902,1167883.212
297,60000000,104,52322400,2,22,2002,4,1,2,1,1,9,1,16,1,1089,9,7.777777778,6,28.83333333,9,0.835820896,67,1,0.104477612,2,960,0,2,23,11,0,3.391304348,7,78360000,17.90985514,2608695.652,576923.0769
298,25000000,101,56489558,2,28,2003,4,1,2,1,1,18,4,65,3,692,8,8.625,2,93,1,2.444444444,9,1,0.444444444,1,1790,0,3,9,2,0,4,5,32200000,17.03438642,2777777.778,247524.7525
299,3000000,89,9563393,2,22,1991,4,1,0,1,1,18,4,29,1,731,0,0,2,25.5,1,0.4,15,1,0.4,1,1790,0,2,7,1,0,3.285714286,4.2,4512000,14.91412318,428571.4286,33707.86517
300,9000000,94,26055,11,21,1991,3,4,0,1,1,15,3,35,4,445.25,0,0,1,0,2,0.8,5,1,1,1,1790,0,1,15,4,0,3.133333333,3,13536000,16.01273525,600000,95744.68085
301,11000000,96,48572000,1,19,1990,4,1,0,0,1,7,1,64,2,427.5,12,3.083333333,2,78.5,3,0.653846154,26,1,0.076923077,1,1790,0,1,15,5,0,2.933333333,4.8,16742000,16.21340592,733333.3333,114583.3333
302,225000,87,2850000,10,6,1933,3,4,0,1,1,12,3,60,2,567,1,18,1,134,0,0,2,1,0.5,1,1790,0,1,18,4,0,1.277777778,1.8,573300,12.32386013,12500,2586.206897
306,100000000,167,193772504,12,14,2002,5,4,1,1,0,17,4,62,3,523,12,6.916666667,3,11.66666667,14,2.447368421,38,1,0.289473684,2,916,0,4,30,6,0,6.166666667,12,130600000,18.42068075,3333333.333,598802.3952
307,100000000,101,100086793,10,16,2009,4,4,0,1,0,25,5,40,2,196.5,6,0,5,45.2,5,2.111111111,9,1,0.333333333,1,1790,0,1,18,2,0,5.833333333,7.6,118000000,18.42068075,5555555.556,990099.0099
308,108000000,129,22678555,12,25,2016,6,4,1,1,0,13,3,23,2,732,9,25.33333333,3,57,6,1.173913043,23,1,0.391304348,1,1790,0,2,29,4,0,4.517241379,8.6,113832000,18.49764179,3724137.931,837209.3023
309,30000000,104,21800302,6,15,2004,1,2,3,1,1,8,2,35,2,910,2,37,1,51,7,3,23,1,0.217391304,1,1790,0,1,11,1,0,4.909090909,6.2,38100000,17.21670797,2727272.727,288461.5385
310,26000000,97,110230332,8,3,2003,6,3,3,1,1,13,2,50,1,731,16,7.75,3,18.33333333,1,0.206896552,29,1,0.103448276,1,1790,0,2,34,10,1,2.382352941,3.6,33488000,17.07360713,764705.8824,268041.2371
311,15000000,96,8459458,3,25,2009,2,1,3,1,1,5,1,22,3,635,6,1.666666667,3,6.666666667,12,2.12,25,1,0.48,3,677.3333333,0,1,19,11,1,3.631578947,9.4,17700000,16.52356083,789473.6842,156250
312,9500000,168,12250,5,18,2012,4,2,1,1,0,16,2,36,2,746,10,4.9,1,0,1,0.625,8,1,0.625,2,121,3,2,23,9,0,1.043478261,1.2,10697000,16.06680246,413043.4783,56547.61905
313,16000000,97,12000000,9,3,2004,4,3,1,1,1,11,2,73,2,910,1,11,1,0,2,0.5,4,1,0.25,1,1790,0,1,6,1,0,3.833333333,4.4,20320000,16.58809934,2666666.667,164948.4536
315,175000000,109,350170057,6,15,2017,3,2,2,0,0,6,2,75,4,354.75,2,5,2,27.5,2,0.4,25,1,0.2,1,1790,0,1,41,7,0,4.365853659,9.2,181300000,18.98029654,4268292.683,1605504.587
316,55000000,141,113020255,1,30,2008,2,1,1,1,0,10,1,34,3,548.6666667,15,20.86666667,3,21,8,2.03125,32,1,1.15625,1,1790,0,1,74,11,1,2.067567568,6.4,65890000,17.82284376,743243.2432,390070.922
317,60000000,88,118338361,3,12,2012,0,1,2,1,1,45,7,107,4,354.75,5,42.4,3,27.66666667,1,0.052631579,57,2,0.035087719,1,264,0,1,13,2,0,6,10,67560000,17.90985514,4615384.615,681818.1818
318,115000000,109,286140700,8,7,2013,2,3,2,1,1,7,1,111,4,646,3,23.66666667,7,5.714285714,4,0.161016949,118,1,0.093220339,1,1790,0,1,24,7,0,3.833333333,7.8,127420000,18.5604427,4791666.667,1055045.872
319,20000000,126,27793200,6,17,2006,5,2,3,0,1,5,1,57,3,335,1,0,1,171,0,0,4,1,0.25,1,33,12,3,11,3,0,1.090909091,1,24680000,16.81124288,1818181.818,158730.1587
320,12000000,113,68706993,2,8,1985,4,1,0,1,1,7,1,60,4,625.25,7,16.57142857,1,134,1,0.428571429,7,1,0.714285714,1,1790,0,2,18,3,0,4.222222222,6,19344000,16.30041729,666666.6667,106194.6903
322,85000000,106,183018522,3,15,2012,3,1,2,1,1,13,2,47,6,473,20,6.65,6,7.833333333,16,1.545454545,33,1,0.242424242,1,1790,0,1,33,6,1,3.242424242,6.8,95710000,18.25816183,2575757.576,801886.7925
323,135000000,156,532950503,12,25,2015,4,4,2,1,0,12,2,25,4,532.5,20,23.35,9,5,6,0.370967742,124,1,0.048387097,4,477,0,2,19,1,0,2.473684211,4.8,144720000,18.72078534,7105263.158,865384.6154
324,90000000,100,161626121,2,5,1999,4,1,0,1,1,7,1,59,4,677.5,4,19.75,2,67,2,0.32,75,1,0.093333333,1,1790,0,1,14,3,0,6,9.8,122400000,18.31532024,6428571.429,900000
325,12000000,83,5669831,8,7,1987,4,3,0,1,1,6,1,75,3,582,3,42.66666667,1,40,0,0,2,1,2,1,1790,0,1,6,3,0,5.666666667,6,18912000,16.30041729,2000000,144578.3133
326,71000000,85,294456605,6,22,1998,0,2,1,0,1,15,2,64,3,374.6666667,2,52.5,3,44.33333333,2,1.272727273,11,1,0.090909091,1,1790,0,1,16,5,0,6,8.6,97838000,18.07819045,4437500,835294.1176
327,26000000,102,116400000,9,20,1996,4,3,1,1,1,20,4,53,1,731,3,7.666666667,1,13,3,0.541666667,72,1,0.027777778,1,1790,0,1,24,11,1,4.5,7.8,36764000,17.07360713,1083333.333,254901.9608
328,40000000,108,60965854,7,27,2011,2,3,2,1,0,10,1,61,4,677.5,4,4.25,6,9.166666667,6,0.351648352,91,1,0.120879121,1,148,0,2,18,3,1,3.888888889,7.6,45760000,17.50439004,2222222.222,370370.3704
329,15000000,117,20529194,12,22,2010,2,4,3,1,0,14,2,51,2,746,16,18.4375,3,5.333333333,4,1.4,10,1,0.2,1,1790,0,1,7,4,1,4.285714286,5.4,17430000,16.52356083,2142857.143,128205.1282
330,100000000,108,384335608,11,16,2006,3,4,2,0,0,10,2,28,2,419.5,13,17.61538462,2,0,7,0.768115942,69,1,0.130434783,1,48,0,1,20,6,0,5.3,11,123400000,18.42068075,5000000,925925.9259
332,23000000,139,5837674,12,18,2009,4,4,0,1,0,4,1,42,3,602,14,9.857142857,1,0,0,0,4,1,0.5,1,32,7,3,18,1,0,1.833333333,2.6,27140000,16.95100482,1277777.778,165467.6259
